fam	avg_dnds	med_dnds	SDdnds	dn	med_dn	SDdn	ds	med_ds	SDds	loc	Pi
fam4365	0.17400241163054664	0.08999563128003496	0.30709655069141073	0.02361923076923077	0.02475	0.015817266269137563	0.23816923076923074	0.34375	0.16139500223229383	393428	0.09355089355089355
fam4124	0.05721958815359087	0.05451398903951543	0.02550188663216771	0.0127025641025641	0.0148	0.007007504665036353	0.22015641025641022	0.2713	0.12075200756386407	690826	0.06206643464261193
fam393	0.05843891308983827	0.06495726495726496	0.0269967268512937	0.018233333333333334	0.026799999999999997	0.013176987191804941	0.2603282051282051	0.3449	0.14259911613477647	502210	0.06988436400201103
fam1571	0.08189423069651837	0.0823842065299924	0.04251561240441945	0.014210256410256404	0.020749999999999998	0.009352547846245165	0.1727435897435898	0.2385	0.10821919303413742	1909185	0.05345765345765346
fam3872	0.1454813310418512	0.12908815247996536	0.08433316249033686	0.0363871794871795	0.05005	0.02226355743093643	0.27342435897435896	0.33175	0.1743234712015814	1004519	0.08795845504706265
fam158	0.10058440279558545	0.08335376317724934	0.06762945171858982	0.02417692307692308	0.0269	0.013645248286086795	0.28515256410256423	0.39365	0.16764805299469648	207497	0.08107180734917961
fam4609	0.06409726812034	0.07214881152384153	0.04217369657883562	0.012634615384615386	0.01325	0.008338339423365452	0.18345384615384613	0.20845	0.09915545382715284	121733	0.0745014245014245
fam1037	0.1837987127937419	0.16588857765328355	0.0677889065311887	0.03933333333333333	0.0419	0.017848843003993187	0.23939358974358974	0.2935	0.11670303682879234	1273077	0.0857948717948718
fam4712	0.0872388788597872	0.07283072546230442	0.0610375278581777	0.014598717948717947	0.0191	0.00856780637320033	0.19295897435897436	0.2661	0.13845351569824607	11406	0.08212058212058213
fam1720	0.37877283541409734	0.3534194165471066	0.16420830055526034	0.09682564102564102	0.1282	0.05482912251596899	0.2743435897435897	0.36625	0.15952772493523243	2070270	0.15750633111744222
fam2659	0.21860634886754135	0.21271393643031786	0.05881108281449765	0.05638939393939394	0.0701	0.029709028975430915	0.2567439393939394	0.3022	0.12699232633556068	2454782	0.0945318160508034
fam3994	0.0399610774461843	0.04644194756554307	0.020493953950349243	0.009226923076923074	0.0107	0.006511620245749291	0.1923320512820513	0.23795	0.0986464374102834	862216	0.05191414516173359
fam1031	0.12508784919741323	0.1400437636761488	0.07138999168704799	0.015115384615384623	0.0193	0.008583736514151558	0.11427820512820513	0.1174	0.05318457615106262	1266697	0.036231884057971
fam3345	0.06971375616433562	0.06446104589114195	0.030135883851682005	0.022237179487179494	0.0302	0.012021541658189238	0.3620064102564102	0.4586	0.21625607703910776	1650695	0.08673111951800477
fam4095	0.05497526804891454	0.04868441010559556	0.05508712970050429	0.004744871794871793	0.0065	0.0036691942606006814	0.09183846153846155	0.1319	0.06135194860502098	719251	0.024495231016970147
fam680	0.07198994647253172	0.06542056074766356	0.03286292839528809	0.012587179487179488	0.0126	0.008151063466471783	0.17047307692307692	0.2146	0.09697624037992426	830540	0.049024999427144195
fam875	0.048217269064442146	0.03547459252157239	0.029210154322978164	0.008410256410256408	0.00805	0.0037419174346984105	0.2297230769230769	0.2994	0.1255657687746483	1064890	0.06176396893009269
fam1483	0.07928122057066972	0.0717001629549158	0.043945039639989185	0.01664743589743589	0.0176	0.009662426891075453	0.20787435897435905	0.2368	0.09275043912522687	1820366	0.06336664342706638
fam1781	0.056653315818444586	0.05773542600896861	0.022625714731091304	0.013792307692307696	0.0196	0.008790901024832572	0.237775641025641	0.3194	0.14247538805531348	2132081	0.06262239832399691
fam425	0.19546459477806172	0.17958656330749354	0.057446516784303917	0.039511538461538466	0.0498	0.018403922246178733	0.22015512820512825	0.29410000000000003	0.11262340428015055	544031	0.10260145837068912
fam3726	0.1214367270476004	0.11692844677137872	0.07048839078109898	0.021549999999999996	0.0313	0.014490224379356677	0.18772179487179488	0.2727	0.11792028886066876	1154891	0.0589430894308943
fam4141	0.042045727969744325	0.036511087049350334	0.0314107588581111	0.01540769230769231	0.01575	0.005364789508399002	0.44767051282051284	0.49145	0.19095455568180209	662768	0.09950079419105969
fam1928	0.019349635957643885	0.008511427696557945	0.03959217028803135	0.0022897435897435902	0.0019	0.001932819764475231	0.15819487179487182	0.2115	0.09394540817565941	2288795	0.045051216806942004
fam3111	0.13024816729370925	0.07722013338029632	0.14314545326051528	0.01612878787878788	0.016399999999999998	0.00882830786407471	0.21247424242424245	0.3183	0.14484469039818923	1910325	0.05759637188208616
fam98	0.00594584423590538	0.0	0.012759357891700403	0.0007499999999999998	0.0	0.0016770509831248422	0.09020757575757576	0.0833	0.05602991709144824	139157	0.02157943067033976
fam657	0.2842746108749926	0.22141440846001326	0.2320677824527391	0.04562435897435898	0.06055	0.022912969040046118	0.20080384615384617	0.26715	0.10901801244055567	800844	0.08216990601332237
fam4153	0.09712204645985745	0.09375	0.06659443330264005	0.0215025641025641	0.0294	0.013725990453814202	0.21986410256410258	0.29864999999999997	0.11792443470764523	642592	0.07438374829679177
fam3894	0.07201699439857857	0.062059527170253474	0.05246977955944454	0.03951410256410257	0.0295	0.029549570365912145	0.5822115384615384	0.45094999999999996	0.4380031960370367	979304	0.10471380471380473
fam4239	0.05711381077864777	0.05804363226739084	0.041230547471132285	0.01260769230769231	0.0174	0.0089822298817674	0.2198423076923077	0.33294999999999997	0.15056320379914975	516548	0.05541019826734112
fam1988	0.09518001666803112	0.08402137002842627	0.0586767528156975	0.021312820512820515	0.0272	0.011544610896979429	0.2579717948717949	0.34809999999999997	0.1458995280369125	2353882	0.06764866339334426
fam265	0.1074270972441745	0.09528346831824679	0.035602332772763916	0.028082051282051282	0.037	0.015337107202165063	0.288525641025641	0.3819	0.160916735465253	337604	0.07981269692063989
fam2943	0.030467040634440088	0.029215686274509805	0.01047698306060553	0.009687878787878787	0.0132	0.005663479901206346	0.3365787878787879	0.5036	0.20581971186567663	2105045	0.07372039724980903
fam1040	0.12912083468148555	0.13274596182085166	0.0251494657110554	0.031881818181818185	0.044149999999999995	0.017505764497262287	0.23400454545454544	0.30535	0.11779258534032194	1275253	0.07875836284927194
fam3641	0.13680477812167932	0.13500738552437222	0.03367461422008671	0.03215128205128205	0.0383	0.01564184676280957	0.2453846153846153	0.31235	0.1250740171391069	1245412	0.07983073571308863
fam443	0.1581981528681165	0.16271721958925753	0.05867966602435712	0.03514615384615385	0.044	0.020704506460459356	0.2163423076923077	0.242	0.11364859754031145	565737	0.0753798670465337
